Orthogroup	PFEIFFER_annot	SC_annot	SIM_annot
OG0002386	lcl|BK010829.1_prot_DAC79009.1_1731	SC_03465	
OG0002387	lcl|BK010829.1_prot_DAC79031.1_1753		SC_01979
OG0002388	lcl|BK010829.1_prot_DAC79033.1_1755		SC_01977
OG0002389	lcl|BK010829.1_prot_DAC79051.1_1773		SC_01946
OG0002390	lcl|BK010829.1_prot_DAC79067.1_1791		SC_01916
OG0002391	lcl|BK010829.1_prot_DAC79071.1_1795		SC_01912
OG0002392	lcl|BK010829.1_prot_DAC79080.1_1804		SC_01893
OG0002393	lcl|BK010829.1_prot_DAC79081.1_1805		SC_01890
OG0002394	lcl|BK010829.1_prot_DAC79088.1_1812		SC_01877
OG0002395	lcl|BK010829.1_prot_DAC79098.1_1822		SC_01851
OG0002396	lcl|BK010829.1_prot_DAC79114.1_1838	SC_03671	
OG0002397	lcl|BK010829.1_prot_DAC79131.1_1855		SC_01789
OG0002398	lcl|BK010829.1_prot_DAC79132.1_1856		SC_01788
OG0002399	lcl|BK010829.1_prot_DAC79141.1_1865	SC_03711	
OG0002400	lcl|BK010829.1_prot_DAC79145.1_1869		SC_01767
OG0002401	lcl|BK010829.1_prot_DAC79146.1_1870		SC_01766
OG0002402	lcl|BK010829.1_prot_DAC79151.1_1875	SC_03723	
OG0002403	lcl|BK010829.1_prot_DAC79152.1_1876		SC_01756
OG0002404	lcl|BK010829.1_prot_DAC79156.1_1880		SC_01747
OG0002405	lcl|BK010829.1_prot_DAC79162.1_1886		SC_01735
OG0002406	lcl|BK010829.1_prot_DAC79164.1_1888		SC_01733
OG0002407	lcl|BK010829.1_prot_1890		SC_01730
OG0002408	lcl|BK010829.1_prot_DAC79173.1_1898		SC_01713
OG0002409	lcl|BK010829.1_prot_DAC79176.1_1901	SC_03763	
OG0002410	lcl|BK010829.1_prot_DAC79189.1_1914	SC_03783	
OG0002411	lcl|BK010829.1_prot_DAC79204.1_1929		SC_01663
OG0002412	lcl|BK010829.1_prot_DAC79224.1_1949		SC_01613
OG0002413	lcl|BK010829.1_prot_DAC79225.1_1950		SC_01611
OG0002414	lcl|BK010829.1_prot_DAC79226.1_1951	SC_00088	
OG0002415	lcl|BK010829.1_prot_DAC79228.1_1953	SC_00092	
OG0002416	lcl|BK010829.1_prot_DAC79232.1_1957		SC_01597
OG0002417	lcl|BK010829.1_prot_DAC79251.1_1976		SC_01566
OG0002418	lcl|BK010829.1_prot_DAC79254.1_1979		SC_01561
OG0002419	lcl|BK010829.1_prot_DAC79278.1_2003	SC_00180	
OG0002420	lcl|BK010829.1_prot_DAC79279.1_2004		SC_01511
OG0002421	lcl|BK010829.1_prot_DAC79280.1_2005		SC_01510
OG0002422	lcl|BK010829.1_prot_DAC79286.1_2011		SC_01503
OG0002423	lcl|BK010829.1_prot_DAC79299.1_2024		SC_01481
OG0002424	lcl|BK010829.1_prot_DAC79302.1_2027	SC_00208	
OG0002425	lcl|BK010829.1_prot_DAC79303.1_2028		SC_01477
OG0002426	lcl|BK010829.1_prot_DAC79310.1_2035	SC_00216	
OG0002427	lcl|BK010829.1_prot_DAC79319.1_2044		SC_01449
OG0002428	lcl|BK010829.1_prot_DAC79322.1_2047		SC_01445
OG0002429	lcl|BK010829.1_prot_DAC79324.1_2049		SC_01444
OG0002430	lcl|BK010829.1_prot_DAC79327.1_2052		SC_01441
OG0002431	lcl|BK010829.1_prot_DAC79330.1_2055		SC_01436
OG0002432	lcl|BK010829.1_prot_DAC79336.1_2061		SC_01419
OG0002433	lcl|BK010829.1_prot_DAC79343.1_2068		SC_01409
OG0002434	lcl|BK010829.1_prot_DAC79346.1_2071		SC_01405
OG0002435	lcl|BK010829.1_prot_DAC79358.1_2083		SC_01383
OG0002436	lcl|BK010829.1_prot_DAC79359.1_2084		SC_01382
OG0002437	lcl|BK010829.1_prot_DAC79363.1_2088		SC_01376
OG0002438	lcl|BK010829.1_prot_DAC79370.1_2095	SC_00331	
OG0002439	lcl|BK010829.1_prot_DAC79371.1_2096		SC_01362
OG0002440	lcl|BK010829.1_prot_DAC79382.1_2107		SC_01341
OG0002441	lcl|BK010829.1_prot_DAC79383.1_2108	SC_00357	
OG0002442	lcl|BK010829.1_prot_DAC79393.1_2118	SC_00371	
OG0002443	lcl|BK010829.1_prot_DAC79398.1_2123		SC_01320
OG0002444	lcl|BK010829.1_prot_DAC79414.1_2139	SC_00401	
OG0002445	lcl|BK010829.1_prot_DAC79417.1_2142	SC_00409	
OG0002446	lcl|BK010829.1_prot_DAC79428.1_2153		SC_01272
OG0002447	lcl|BK010829.1_prot_DAC79430.1_2155		SC_01268
OG0002448	lcl|BK010829.1_prot_DAC79437.1_2162		SC_01257
OG0002449	lcl|BK010829.1_prot_2194		SC_01198
OG0002450	lcl|BK010829.1_prot_DAC79468.1_2195	SC_00514	
OG0002451	lcl|BK010830.1_prot_DAC79476.1_5, lcl|BK010830.1_prot_DAC79568.1_114		
OG0002452	lcl|BK010830.1_prot_DAC79478.1_7, lcl|BK010831.1_prot_DAC79682.1_6		
OG0002453	lcl|BK010830.1_prot_16, lcl|BK010831.1_prot_15		
OG0002454	lcl|BK010830.1_prot_40, lcl|BK010831.1_prot_38		
OG0002455	lcl|BK010830.1_prot_DAC79528.1_68, lcl|BK010830.1_prot_DAC79657.1_217		
OG0002456	lcl|BK010830.1_prot_DAC79549.1_90, lcl|BK010830.1_prot_DAC79636.1_195		
OG0002457	lcl|BK010830.1_prot_95, lcl|BK010831.1_prot_88		
OG0002458	lcl|BK010830.1_prot_108, lcl|BK010831.1_prot_102		
OG0002459	lcl|BK010830.1_prot_DAC79576.1_122, lcl|BK010831.1_prot_DAC79773.1_114		
OG0002460	lcl|BK010830.1_prot_123, lcl|BK010831.1_prot_115		
OG0002461	lcl|BK010830.1_prot_DAC79577.1_124, lcl|BK010831.1_prot_DAC79774.1_116		
OG0002462	lcl|BK010830.1_prot_DAC79591.1_140	SC_04211	
OG0002463	lcl|BK010830.1_prot_161	SC_04237	
OG0002464	lcl|BK010830.1_prot_163	SC_04240	
OG0002465	lcl|BK010830.1_prot_DAC79614.1_166	SC_04245	
OG0002466	lcl|BK010830.1_prot_DAC79616.1_168	SC_04247	
OG0002467	lcl|BK010830.1_prot_DAC79624.1_177	SC_04259	
OG0002468	lcl|BK010830.1_prot_DAC79629.1_182		SC_00428
OG0002469	lcl|BK010831.1_prot_DAC79782.1_124		SC_00575
OG0002470	lcl|BK010831.1_prot_DAC79788.1_132		SC_00419
OG0002471	lcl|BK010831.1_prot_DAC79790.1_134		SC_00409
OG0002472	lcl|BK010831.1_prot_DAC79791.1_135		SC_00408
OG0002473	lcl|BK010831.1_prot_161		SC_00374
OG0002474	lcl|BK010831.1_prot_DAC79811.1_166		SC_00363
OG0002475	lcl|BK010831.1_prot_DAC79819.1_174	SC_04586	
OG0002476	lcl|BK010831.1_prot_DAC79822.1_177		SC_00346
OG0002477	lcl|BK010831.1_prot_179		SC_00344
OG0002478	lcl|BK010831.1_prot_DAC79825.1_184		SC_00340
OG0002479	lcl|BK010831.1_prot_DAC79827.1_186	SC_04599	
OG0002480	lcl|BK010831.1_prot_DAC79830.1_191		SC_00332
OG0002481	lcl|BK010831.1_prot_192		SC_00331
OG0002482	lcl|BK010831.1_prot_DAC79831.1_193	SC_04610	
OG0002483	lcl|BK010831.1_prot_DAC79845.1_207	SC_04645	
OG0002484	lcl|BK010831.1_prot_DAC79854.1_217		SC_00296
OG0002485	lcl|BK010831.1_prot_DAC79858.1_221		SC_00291
OG0002486	lcl|BK010831.1_prot_DAC79866.1_229	SC_04668	
OG0002487	lcl|BK010831.1_prot_DAC79875.1_238		SC_00264
OG0002488	lcl|BK010831.1_prot_252		SC_00245
OG0002489	lcl|BK010831.1_prot_DAC79892.1_256		SC_00241
OG0002490	lcl|BK010831.1_prot_DAC79893.1_258		SC_00237
OG0002491	lcl|BK010831.1_prot_DAC79915.1_280	SC_04766	
OG0002492	lcl|BK010831.1_prot_DAC79922.1_291		SC_00181
OG0002493	lcl|BK010831.1_prot_DAC79927.1_299	SC_04792	
OG0002494	lcl|BK010831.1_prot_302	SC_04797	
OG0002495	lcl|BK010831.1_prot_315		SC_00155
OG0002496	lcl|BK010831.1_prot_317	SC_04813	
OG0002497	lcl|BK010831.1_prot_DAC79941.1_322		SC_00148
OG0002498	lcl|BK010831.1_prot_DAC79944.1_325		SC_00144
OG0002499	lcl|BK010831.1_prot_DAC79951.1_333		SC_00131
OG0002500	lcl|BK010831.1_prot_DAC79958.1_342	SC_03904	
OG0002501	lcl|BK010831.1_prot_DAC79971.1_356		SC_00101
OG0002502	lcl|BK010831.1_prot_DAC79974.1_359		SC_00100
OG0002503	lcl|BK010831.1_prot_DAC79990.1_377	SC_03948	
OG0002504		SC_00006, SC_03789	
OG0002505		SC_00008	SC_01684
OG0002506		SC_00010, SC_03792	
OG0002507		SC_00015	SC_01678
OG0002508		SC_00039	SC_01654
OG0002509		SC_00040, SC_03821	
OG0002510		SC_00044, SC_03826	
OG0002511		SC_00045, SC_03827	
OG0002512		SC_00048	SC_01644
OG0002513		SC_00053, SC_03835	
OG0002514		SC_00054, SC_03836	
OG0002515		SC_00055, SC_03837	
OG0002516		SC_00057, SC_03839	
OG0002517		SC_00058	SC_01638
OG0002518		SC_00065, SC_03847	
OG0002519		SC_00067, SC_03849	
OG0002520		SC_00069	SC_01630
OG0002521		SC_00074	SC_01626
OG0002522		SC_00080, SC_03861	
OG0002523		SC_00109	SC_01586
OG0002524		SC_00116	SC_01579
OG0002525		SC_00117	SC_01578
OG0002526		SC_00125	SC_01573
OG0002527		SC_00139	SC_01558
OG0002528		SC_00147	SC_01550
OG0002529		SC_00158	SC_01538
OG0002530		SC_00163	SC_01532
OG0002531		SC_00169	SC_01525
OG0002532		SC_00174	SC_01516
OG0002533		SC_00176	SC_01514
OG0002534		SC_00187	SC_01505
OG0002535		SC_00192	SC_01498
OG0002536		SC_00206	SC_01483
OG0002537		SC_00209	SC_01478
OG0002538		SC_00223	SC_01461
OG0002539		SC_00230	SC_01455
OG0002540		SC_00231	SC_01454
OG0002541		SC_00232	SC_01453
OG0002542		SC_00238	SC_01448
OG0002543		SC_00257	SC_01431
OG0002544		SC_00279	SC_01408
OG0002545		SC_00293	SC_01396
OG0002546		SC_00301	SC_01389
OG0002547		SC_00303	SC_01386
OG0002548		SC_00309	SC_01380
OG0002549		SC_00320	SC_01373
OG0002550		SC_00324	SC_01371
OG0002551		SC_00340	SC_01355
OG0002552		SC_00343	SC_01352
OG0002553		SC_00347	SC_01349
OG0002554		SC_00358	SC_01340
OG0002555		SC_00362	SC_01337
OG0002556		SC_00367	SC_01331
OG0002557		SC_00375	SC_01322
OG0002558		SC_00379	SC_01318
OG0002559		SC_00389	SC_01310
OG0002560		SC_00390	SC_01309
OG0002561		SC_00393	SC_01305
OG0002562		SC_00405	SC_01292
OG0002563		SC_00408	SC_01290
OG0002564		SC_00411	SC_01288
OG0002565		SC_00417	SC_01285
OG0002566		SC_00428	SC_01275
OG0002567		SC_00441	SC_01263
OG0002568		SC_00444	SC_01258
OG0002569		SC_00452	SC_01251
OG0002570		SC_00463	SC_01237
OG0002571		SC_00472	SC_01230
OG0002572		SC_00475	SC_01228
OG0002573		SC_00493	SC_01214
OG0002574		SC_00497	SC_01211
OG0002575		SC_00499	SC_01210
OG0002576		SC_00500	SC_01209
OG0002577		SC_00507	SC_01205
OG0002578		SC_00519	SC_01195
OG0002579		SC_00520	SC_01194
OG0002580		SC_00521	SC_01192
OG0002581		SC_00526	SC_01189
OG0002582		SC_00529	SC_01186
OG0002583		SC_00539	SC_01177
OG0002584		SC_00541	SC_01174
OG0002585		SC_00543	SC_01171
OG0002586		SC_00552	SC_01166
OG0002587		SC_00562, SC_05045	
OG0002588		SC_00579	SC_01142
OG0002589		SC_00613	SC_01114
OG0002590		SC_00620	SC_01106
OG0002591		SC_00625	SC_01102
OG0002592		SC_00626	SC_01101
OG0002593		SC_00654	SC_01074
OG0002594		SC_00663	SC_01064
OG0002595		SC_00664	SC_01062
OG0002596		SC_00666	SC_01060
OG0002597		SC_00667	SC_01059
OG0002598		SC_00674	SC_01054
OG0002599		SC_00678	SC_01050
OG0002600		SC_00681	SC_01046
OG0002601		SC_00699	SC_01027
OG0002602		SC_00721	SC_01012
OG0002603		SC_00730	SC_01007
OG0002604		SC_00754	SC_00986
OG0002605		SC_00757	SC_00981
OG0002606		SC_00760	SC_00978
OG0002607		SC_00764	SC_00974
OG0002608		SC_00766	SC_00972
OG0002609		SC_00767	SC_00971
OG0002610		SC_00770	SC_00967
OG0002611		SC_00773	SC_00961
OG0002612		SC_00775	SC_00958
OG0002613		SC_00776	SC_00957
OG0002614		SC_00785	SC_00945
OG0002615		SC_00790	SC_00942
OG0002616		SC_00794	SC_00936
OG0002617		SC_00796	SC_00934
OG0002618		SC_00815	SC_00916
OG0002619		SC_00817	SC_00914
OG0002620		SC_00818	SC_00913
OG0002621		SC_00836, SC_03953	
OG0002622		SC_00838	SC_00889
OG0002623		SC_00839	SC_00888
OG0002624		SC_00842	SC_00886
OG0002625		SC_00852	SC_00873
OG0002626		SC_00855	SC_00871
OG0002627		SC_00857	SC_00869
OG0002628		SC_00879	SC_00846
OG0002629		SC_00883	SC_00841
OG0002630		SC_00885	SC_00838
OG0002631		SC_00889	SC_00833
OG0002632		SC_00908	SC_00820
OG0002633		SC_00909	SC_00819
OG0002634		SC_00932	SC_00794
OG0002635		SC_00933	SC_00791
OG0002636		SC_00962	SC_00760
OG0002637		SC_00970	SC_00751
OG0002638		SC_00973	SC_00747
OG0002639		SC_00974	SC_00746
OG0002640		SC_00978	SC_00743
OG0002641		SC_00982	SC_00738
OG0002642		SC_00992	SC_00732
OG0002643		SC_01003	SC_00724
OG0002644		SC_01004	SC_00723
OG0002645		SC_01014	SC_00717
OG0002646		SC_01018	SC_00710
OG0002647		SC_01030	SC_00697
OG0002648		SC_01041	SC_00685
OG0002649		SC_01049	SC_00680
OG0002650		SC_01052	SC_00678
OG0002651		SC_01058	SC_00672
OG0002652		SC_01062	SC_00669
OG0002653		SC_01068	SC_00665
OG0002654		SC_01072	SC_00662
OG0002655		SC_01082	SC_00652
OG0002656		SC_01088	SC_00644
OG0002657		SC_01096	SC_00636
OG0002658		SC_01098	SC_00635
OG0002659		SC_01099	SC_00634
OG0002660		SC_01101	SC_00632
OG0002661		SC_01102	SC_00631
OG0002662		SC_01113	SC_00619
OG0002663		SC_01124	SC_00608
OG0002664		SC_01126	SC_00606
OG0002665		SC_01128	SC_00604
OG0002666		SC_01129	SC_00603
OG0002667		SC_01130	SC_00602
OG0002668		SC_01145	SC_04176
OG0002669		SC_01146	SC_04175
OG0002670		SC_01151	SC_04171
OG0002671		SC_01156	SC_04161
OG0002672		SC_01157	SC_04160
OG0002673		SC_01163	SC_04155
OG0002674		SC_01167	SC_04152
OG0002675		SC_01185	SC_04132
OG0002676		SC_01189	SC_04127
OG0002677		SC_01193	SC_04121
OG0002678		SC_01227	SC_04081
OG0002679		SC_01229	SC_04079
OG0002680		SC_01233	SC_04076
OG0002681		SC_01240	SC_04070
OG0002682		SC_01246	SC_04066
OG0002683		SC_01248	SC_04064
OG0002684		SC_01260	SC_04056
OG0002685		SC_01261	SC_04055
OG0002686		SC_01265	SC_04052
OG0002687		SC_01267	SC_04050
OG0002688		SC_01269	SC_04048
OG0002689		SC_01288	SC_04034
OG0002690		SC_01294	SC_04027
OG0002691		SC_01296	SC_04025
OG0002692		SC_01333	SC_03988
OG0002693		SC_01338	SC_03984
OG0002694		SC_01350	SC_03969
OG0002695		SC_01354	SC_03964
OG0002696		SC_01361	SC_03959
OG0002697		SC_01364	SC_03957
OG0002698		SC_01374	SC_03951
OG0002699		SC_01377	SC_03948
OG0002700		SC_01383	SC_03943
OG0002701		SC_01403	SC_03928
OG0002702		SC_01427	SC_03905
OG0002703		SC_01434	SC_03898
OG0002704		SC_01442	SC_03891
OG0002705		SC_01451	SC_03883
OG0002706		SC_01474	SC_03862
OG0002707		SC_01478	SC_03858
OG0002708		SC_01482	SC_03853
OG0002709		SC_01485	SC_03850
OG0002710		SC_01491	SC_03846
OG0002711		SC_01495	SC_03840
OG0002712		SC_01499	SC_03836
OG0002713		SC_01500	SC_03835
OG0002714		SC_01508	SC_03830
OG0002715		SC_01512	SC_03825
OG0002716		SC_01513	SC_03824
OG0002717		SC_01533	SC_03805
OG0002718		SC_01541	SC_02120
OG0002719		SC_01545	SC_03792
OG0002720		SC_01550	SC_03786
OG0002721		SC_01551	SC_03785
OG0002722		SC_01553	SC_03781
OG0002723		SC_01554	SC_03780
OG0002724		SC_01560	SC_03775
OG0002725		SC_01562	SC_03774
OG0002726		SC_01581	SC_03757
OG0002727		SC_01591	SC_03744
OG0002728		SC_01611	SC_03728
OG0002729		SC_01612	SC_03727
OG0002730		SC_01620	SC_03721
OG0002731		SC_01633	SC_03709
OG0002732		SC_01648	SC_03695
OG0002733		SC_01656	SC_03687
OG0002734		SC_01668	SC_03677
OG0002735		SC_01670	SC_03674
OG0002736		SC_01671	SC_03673
OG0002737		SC_01716	SC_03637
OG0002738		SC_01721	SC_03633
OG0002739		SC_01722	SC_03632
OG0002740		SC_01735	SC_03798
OG0002741		SC_01739	SC_03617
OG0002742		SC_01756	SC_03604
OG0002743		SC_01758	SC_03602
OG0002744		SC_01772	SC_03594
OG0002745		SC_01773	SC_03593
OG0002746		SC_01794	SC_03579
OG0002747		SC_01797	SC_03577
OG0002748		SC_01799	SC_03575
OG0002749		SC_01804	SC_03571
OG0002750		SC_01806	SC_03569
OG0002751		SC_01828	SC_03551
OG0002752		SC_01830	SC_03549
OG0002753		SC_01831	SC_03548
OG0002754		SC_01832	SC_03547
OG0002755		SC_01841	SC_03543
OG0002756		SC_01872	SC_03510
OG0002757		SC_01878	SC_03503
OG0002758		SC_01879	SC_03502
OG0002759		SC_01883	SC_03496
OG0002760		SC_01886	SC_03493
OG0002761		SC_01889	SC_03490
OG0002762		SC_01913	SC_03471
OG0002763		SC_01924	SC_03460
OG0002764		SC_01925	SC_03459
OG0002765		SC_01926	SC_03458
OG0002766		SC_01930	SC_03455
OG0002767		SC_01934, SC_03922	
OG0002768		SC_01948	SC_03437
OG0002769		SC_01949	SC_03436
OG0002770		SC_01950	SC_03435
OG0002771		SC_01997	SC_03393
OG0002772		SC_02014	SC_03378
OG0002773		SC_02018	SC_03375
OG0002774		SC_02027	SC_03366
OG0002775		SC_02032	SC_03363
OG0002776		SC_02035	SC_03358
OG0002777		SC_02038, SC_04805	
OG0002778		SC_02044	SC_03350
OG0002779		SC_02047	SC_03348
OG0002780		SC_02052	SC_03341
OG0002781		SC_02055	SC_03338
OG0002782		SC_02056	SC_03337
OG0002783		SC_02060	SC_03334
OG0002784		SC_02067	SC_03330
OG0002785		SC_02076	SC_03322
OG0002786		SC_02082	SC_03317
OG0002787		SC_02093	SC_03307
OG0002788		SC_02110	SC_03289
OG0002789		SC_02126	SC_03275
OG0002790		SC_02129	SC_03272
OG0002791		SC_02155	SC_03254
OG0002792		SC_02160	SC_03251
OG0002793		SC_02198	SC_03216
OG0002794		SC_02215	SC_03206
OG0002795		SC_02218	SC_03204
OG0002796		SC_02221	SC_03202
OG0002797		SC_02234	SC_03184
OG0002798		SC_02261	SC_03157
OG0002799		SC_02269	SC_03152
OG0002800		SC_02272	SC_03150
OG0002801		SC_02279	SC_03139
OG0002802		SC_02283	SC_03136
OG0002803		SC_02304	SC_03119
OG0002804		SC_02305	SC_03117
OG0002805		SC_02306	SC_03116
OG0002806		SC_02313	SC_03110
OG0002807		SC_02318	SC_03106
OG0002808		SC_02319	SC_03105
OG0002809		SC_02332	SC_03093
OG0002810		SC_02348	SC_03078
OG0002811		SC_02368	SC_03062
OG0002812		SC_02373	SC_03057
OG0002813		SC_02386	SC_03044
OG0002814		SC_02389	SC_03040
OG0002815		SC_02390	SC_03039
OG0002816		SC_02405	SC_03024
OG0002817		SC_02414	SC_03014
OG0002818		SC_02430	SC_02999
OG0002819		SC_02435	SC_02995
OG0002820		SC_02437	SC_02992
OG0002821		SC_02439	SC_02990
OG0002822		SC_02454	SC_02972
OG0002823		SC_02465	SC_02965
OG0002824		SC_02483	SC_02947
OG0002825		SC_02491	SC_02939
OG0002826		SC_02496	SC_02935
OG0002827		SC_02516	SC_02914
OG0002828		SC_02517	SC_02913
OG0002829		SC_02519	SC_02911
OG0002830		SC_02527	SC_02904
OG0002831		SC_02561	SC_02875
OG0002832		SC_02565	SC_02869
OG0002833		SC_02577	SC_02857
OG0002834		SC_02578	SC_02855
OG0002835		SC_02579	SC_02854
OG0002836		SC_02598	SC_02836
OG0002837		SC_02610	SC_02824
OG0002838		SC_02633	SC_02804
OG0002839		SC_02643	SC_02796
OG0002840		SC_02644	SC_02795
OG0002841		SC_02650	SC_02790
OG0002842		SC_02653	SC_02786
OG0002843		SC_02660	SC_02779
OG0002844		SC_02669	SC_02768
OG0002845		SC_02672	SC_02765
OG0002846		SC_02675	SC_02760
OG0002847		SC_02679	SC_02757
OG0002848		SC_02681	SC_02754
OG0002849		SC_02686	SC_02751
OG0002850		SC_02691	SC_02748
OG0002851		SC_02702	SC_02735
OG0002852		SC_02703	SC_02734
OG0002853		SC_02713	SC_02722
OG0002854		SC_02716	SC_02720
OG0002855		SC_02726	SC_02711
OG0002856		SC_02729	SC_02708
OG0002857		SC_02734	SC_02703
OG0002858		SC_02735	SC_02702
OG0002859		SC_02737	SC_02700
OG0002860		SC_02746	SC_02693
OG0002861		SC_02758	SC_02677
OG0002862		SC_02788	SC_02643
OG0002863		SC_02792	SC_02639
OG0002864		SC_02801	SC_02631
OG0002865		SC_02838	SC_02609
OG0002866		SC_02840	SC_02607
OG0002867		SC_02852	SC_02597
OG0002868		SC_02861, SC_04606	
OG0002869		SC_02862, SC_03310	
OG0002870		SC_02926	SC_02527
OG0002871		SC_02935	SC_02522
OG0002872		SC_02943	SC_02511
OG0002873		SC_02966	SC_03021
OG0002874		SC_02977	SC_02475
OG0002875		SC_02996	SC_02460
OG0002876		SC_03001	SC_02457
OG0002877		SC_03010	SC_02446
OG0002878		SC_03013	SC_02441
OG0002879		SC_03029	SC_02430
OG0002880		SC_03043	SC_02419
OG0002881		SC_03049	SC_02409
OG0002882		SC_03059	SC_02403
OG0002883		SC_03064	SC_02397
OG0002884		SC_03073	SC_02389
OG0002885		SC_03074	SC_02388
OG0002886		SC_03078	SC_02385
OG0002887		SC_03079	SC_02384
OG0002888		SC_03084	SC_02380
OG0002889		SC_03087	SC_02378
OG0002890		SC_03092	SC_02372
OG0002891		SC_03098	SC_02363
OG0002892		SC_03102	SC_02357
OG0002893		SC_03105	SC_02355
OG0002894		SC_03108	SC_02351
OG0002895		SC_03113	SC_02346
OG0002896		SC_03124	SC_02339
OG0002897		SC_03130	SC_02332
OG0002898		SC_03148	SC_02319
OG0002899		SC_03175	SC_02295
OG0002900		SC_03177	SC_02293
OG0002901		SC_03184	SC_02285
OG0002902		SC_03216	SC_02253
OG0002903		SC_03217	SC_02252
OG0002904		SC_03240	SC_02229
OG0002905		SC_03252	SC_02224
OG0002906		SC_03273	SC_02201
OG0002907		SC_03274	SC_02200
OG0002908		SC_03275	SC_02199
OG0002909		SC_03286	SC_02186
OG0002910		SC_03300	SC_02173
OG0002911		SC_03384	SC_02096
OG0002912		SC_03393	SC_02089
OG0002913		SC_03410, SC_04711	
OG0002914		SC_03434	SC_02054
OG0002915		SC_03448	SC_02037
OG0002916		SC_03451	SC_02035
OG0002917		SC_03470	SC_02020
OG0002918		SC_03474	SC_02016
OG0002919		SC_03475	SC_02014
OG0002920		SC_03486	SC_02006
OG0002921		SC_03489	SC_02004
OG0002922		SC_03497	SC_01995
OG0002923		SC_03581	SC_01907
OG0002924		SC_03588	SC_01905
OG0002925		SC_03591	SC_01901
OG0002926		SC_03595	SC_01896
OG0002927		SC_03598	SC_01892
OG0002928		SC_03600	SC_01889
OG0002929		SC_03601	SC_01887
OG0002930		SC_03611	SC_01876
OG0002931		SC_03623	SC_01865
OG0002932		SC_03638	SC_01842
OG0002933		SC_03639	SC_01841
OG0002934		SC_03651	SC_01832
OG0002935		SC_03652	SC_01831
OG0002936		SC_03663	SC_01824
OG0002937		SC_03664	SC_01822
OG0002938		SC_03665	SC_01821
OG0002939		SC_03667	SC_01818
OG0002940		SC_03694	SC_01785
OG0002941		SC_03707	SC_01775
OG0002942		SC_03713	SC_01769
OG0002943		SC_03728	SC_01749
OG0002944		SC_03738	SC_01738
OG0002945		SC_03745	SC_01729
OG0002946		SC_03774	SC_01700
OG0002947		SC_03776	SC_01696
OG0002948		SC_03797	SC_01677
OG0002949		SC_03801	SC_01673
OG0002950		SC_03802	SC_01672
OG0002951		SC_03804	SC_01670
OG0002952		SC_03814	SC_01662
OG0002953		SC_03830	SC_01645
OG0002954		SC_03840	SC_01637
OG0002955		SC_03857	SC_01625
OG0002956		SC_03869, SC_04555	
OG0002957		SC_03870, SC_04883	
OG0002958		SC_03872, SC_04884	
OG0002959		SC_03878, SC_04957	
OG0002960		SC_03897, SC_04904	
OG0002961		SC_03907, SC_04847	
OG0002962		SC_03928	SC_00025
OG0002963		SC_03931, SC_04869	
OG0002964		SC_03932, SC_04870	
OG0002965		SC_03938, SC_04945	
OG0002966		SC_03951, SC_05034	
OG0002967		SC_03954, SC_05068	
OG0002968		SC_03957, SC_04482	
OG0002969		SC_03964, SC_04389	
OG0002970		SC_03967, SC_04046	
OG0002971		SC_03968, SC_04045	
OG0002972		SC_03970, SC_04466	
OG0002973		SC_03972, SC_04382	
OG0002974		SC_03979, SC_04457	
OG0002975		SC_03988, SC_04025	
OG0002976		SC_03995, SC_04357	
OG0002977		SC_03998, SC_04353	
OG0002978		SC_04008	SC_00003
OG0002979		SC_04013	SC_00014
OG0002980		SC_04016	SC_00016
OG0002981		SC_04018, SC_04359	
OG0002982		SC_04040, SC_04464	
OG0002983		SC_04057, SC_04550	
OG0002984		SC_04060, SC_04397	
OG0002985		SC_04061, SC_04481	
OG0002986		SC_04087, SC_04420	
OG0002987		SC_04093, SC_04311	
OG0002988		SC_04096, SC_04428	
OG0002989		SC_04102, SC_04519	
OG0002990		SC_04109, SC_04527	
OG0002991		SC_04112, SC_04531	
OG0002992		SC_04116, SC_04285	
OG0002993		SC_04124, SC_04276	
OG0002994		SC_04126, SC_04274	
OG0002995		SC_04131, SC_04267	
OG0002996		SC_04135	SC_00530
OG0002997		SC_04136	SC_00531
OG0002998		SC_04146	SC_00538
OG0002999		SC_04150	SC_00543
OG0003000		SC_04167	SC_00556
OG0003001		SC_04188	SC_00571
OG0003002		SC_04189	SC_00573
OG0003003		SC_04203	SC_00587
OG0003004		SC_04204	SC_00588
OG0003005		SC_04221	SC_00470
OG0003006		SC_04223	SC_00469
OG0003007		SC_04235	SC_00455
OG0003008		SC_04238	SC_00383
OG0003009		SC_04242	SC_00447
OG0003010		SC_04249	SC_00441
OG0003011		SC_04254	SC_00436
OG0003012		SC_04257	SC_00022
OG0003013		SC_04298, SC_04522	
OG0003014		SC_04303, SC_04518	
OG0003015		SC_04317	SC_00505
OG0003016		SC_04322, SC_05082	
OG0003017		SC_04329, SC_04493	
OG0003018		SC_04358	SC_00018
OG0003019		SC_04366, SC_04448	
OG0003020		SC_04371	SC_00032
OG0003021		SC_04534	SC_00401
OG0003022		SC_04536	SC_00398
OG0003023		SC_04537	SC_00397
OG0003024		SC_04542	SC_00395
OG0003025		SC_04544	SC_00393
OG0003026		SC_04557	SC_00382
OG0003027		SC_04559	SC_00380
OG0003028		SC_04565	SC_00373
OG0003029		SC_04566	SC_00372
OG0003030		SC_04568	SC_00370
OG0003031		SC_04577	SC_00360
